TargetT: 31 | AvgBoxT: 29.6 | Time: 2022-12-23 17:09:38.181937 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 30.09 | Time: 2022-12-23 17:09:38.986407 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 29.6 | Time: 2022-12-23 17:09:39.788592 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 29.6 | Time: 2022-12-23 17:09:40.592591 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 29.85 | Time: 2022-12-23 17:09:41.397304 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 29.6 | Time: 2022-12-23 17:09:42.201470 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 30.09 | Time: 2022-12-23 17:09:43.004759 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 29.6 | Time: 2022-12-23 17:09:43.809126 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 29.6 | Time: 2022-12-23 17:09:44.613478 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 29.6 | Time: 2022-12-23 17:09:45.417859 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
TargetT: 31 | AvgBoxT: 29.85 | Time: 2022-12-23 17:09:46.222869 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.110677083333332
