TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:44.526542 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:45.329707 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:46.133878 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:46.937792 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:47.741936 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:48.545229 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.7 | Time: 2022-12-23 17:22:49.347703 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 30.19 | Time: 2022-12-23 17:22:50.151250 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:50.955414 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:51.759664 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:52.563419 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:53.367295 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:54.171500 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 30.19 | Time: 2022-12-23 17:22:54.975564 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 30.19 | Time: 2022-12-23 17:22:55.779465 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:56.582597 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:57.386508 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:58.189883 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 30.19 | Time: 2022-12-23 17:22:58.993817 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.94 | Time: 2022-12-23 17:22:59.797941 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
TargetT: 31 | AvgBoxT: 29.7 | Time: 2022-12-23 17:23:00.601457 | Volts: 180 | Polarity: 1 | CycleNo: 1 | MinsDiff: 0.0 | MinEnd: 45 | PEl fan tmp: 30.354817708333332
